os,cpu,gpu,ram,kernel,driver,cpuscheduler
Fedora Linux 42 (KDE Plasma Desktop Edition),Intel Celeron N5105 @ 2.00GHz,Mesa Intel UHD Graphics ,7952900,6.19.6-100.fc42.x86_64,,powersave
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
59.9879,16.67,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,33344821
60.0235,16.6601,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,50005313
57.7648,17.3116,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,67318191
62.5474,15.9879,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,83306778
59.3852,16.8392,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,100146931
60.5365,16.519,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,116666513
60.1125,16.6355,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,133302930
59.845,16.7098,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,150013415
60.1375,16.6286,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,166642469
59.0681,16.9296,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,183572952
60.8528,16.4331,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,200006891
60.1237,16.6324,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,216639961
59.7801,16.728,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,233368776
60.2527,16.5968,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,249966246
59.9348,16.6848,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,266651789
59.0238,16.9423,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,283595090
61.0362,16.3837,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,299979521
59.747,16.7372,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,316720573
59.9474,16.6813,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,333402551
59.9301,16.6861,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,350092240
60.4748,16.5358,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,366624556
58.7449,17.0228,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,383649150
60.9286,16.4127,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,400063924
60.0241,16.66,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,416739234
59.9622,16.6772,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,433404114
59.6879,16.7538,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,450161042
60.6673,16.4833,22.3301,0,3,56,0,200,0,0,0,4.50928,0.84071,0.656246,2885,466641424
